"Date","LGA","Capacity","Installations"
2011-06-01,"Collie",89.54640415149,35.393835633
2011-06-01,"Coolgardie",13.015,4
2011-06-01,"Coorow",21.39466665999,6.042857141
2011-06-01,"Corrigin",20.15646875,7.1875
2011-06-01,"Cottesloe",60.83990127675,23.106960936
2011-06-01,"Cranbrook",6.7040298445,2.238805968
2011-06-01,"Cuballing",7.74,3
2011-06-01,"Cunderdin",4.88,2
2011-06-01,"Dalwallinu",39.94,15
2011-06-01,"Dandaragan",73.470119397584,24.29850746
2011-06-01,"Dardanup",181.101328806215,79.927719386
2011-06-01,"Denmark",45.33,18
2011-06-01,"Donnybrook-Balingup",126.50730074389,59.344333747
2011-06-01,"Dowerin",2.1,1
2011-06-01,"Dumbleyung",3.56881075802,1.998868749
2011-06-01,"Dundas",0,0
2011-06-01,"East Fremantle",66.791,26
2011-06-01,"Esperance",0,0
2011-06-01,"Fremantle",232.308787491525,111.79260246
2011-06-01,"Gingin",68.663880602416,28.70149254
2011-06-01,"Gnowangerup",6.77179816126,3.194740586
2011-06-01,"Goomalling",4.304511282162,2.168593861
2011-06-01,"Gosnells",989.077000543646,494.498481902
2011-06-01,"Greater Geraldton",430.830055325775,143.675567396
2011-06-01,"Harvey",340.69856751924,131.258953179
2011-06-01,"Irwin",49.155,16
2011-06-01,"Jerramungup",18.09011185436,6.820356076
2011-06-01,"Joondalup",1906.72327010494,801.590210774
2011-06-01,"Kalamunda",595.030294794627,254.201379887
2011-06-01,"Kalgoorlie-Boulder",243.708,85
2011-06-01,"Katanning",6.09810975501,2.871951219
2011-06-01,"Kellerberrin",15.265,6
2011-06-01,"Kent",0,0
2011-06-01,"Kojonup",15.710588236,5.823529412
2011-06-01,"Kondinin",0,0
2011-06-01,"Koorda",6.19,3
2011-06-01,"Kulin",16.705,10
2011-06-01,"Kwinana",308.501,148
2011-06-01,"Lake Grace",1.86405405428,0.891891892
2011-06-01,"Mandurah",938.530464276486,439.547619044
2011-06-01,"Manjimup",134.148225479373,59.600982452
2011-06-01,"Melville",1015.68304107934,429.591086871
2011-06-01,"Menzies",2.34,1
2011-06-01,"Merredin",23.39,11
2011-06-01,"Mingenew",0,0
2011-06-01,"Moora",42.2972602921,16.30136987
2011-06-01,"Morawa",0,0
2011-06-01,"Mosman Park",38.436,15
2011-06-01,"Mount Marshall",6.71,3
2011-06-01,"Mukinbudin",10.41509433504,2.830188678
2011-06-01,"Mundaring",373.87450870624,150.18973568
2011-06-01,"Murchison",0,0
2011-06-01,"Murray",211.765,92.1
2011-06-01,"Nannup",23.528343897337,10.757869222
2011-06-01,"Narembeen",1.575,1
2011-06-01,"Narrogin",40.7098630342,15.23287672
2011-06-01,"Nedlands",122.986507901021,47.082420938
2011-06-01,"Northam",97.60200595532,47.952095792
2011-06-01,"Northampton",52.99582140903,18.414285708
2011-06-01,"Nungarin",0,0
2011-06-01,"Peppermint Grove",14.40947369862,5.473684216
2011-06-01,"Perenjori",5.43,2
2011-06-01,"Perth",60.482944298262,34.023282442
2011-06-01,"Pingelly",13.629,4.2
2011-06-01,"Plantagenet",51.2553477086,20.957442512
2011-06-01,"Quairading",4,2
2011-06-01,"Ravensthorpe",123.86395566088,28.910276474
2011-06-01,"Rockingham",1219.73651119629,546.538116585
2011-06-01,"Serpentine-Jarrahdale",219.177,80.9
2011-06-01,"South Perth",304.306798491288,137.4296578
2011-06-01,"Stirling",1404.21546071064,606.761533563
2011-06-01,"Subiaco",109.477889463586,43.330393881
2011-06-01,"Swan",1070.48826167489,465.871595363
2011-06-01,"Tammin",0,0
2011-06-01,"Three Springs",10.045,3
2011-06-01,"Toodyay",74.99951924135,33.038461544
2011-06-01,"Trayning",0,0
2011-06-01,"Victoria Park",167.700598136817,78.754699733
2011-06-01,"Victoria Plains",1.8127397079,0.69863013
2011-06-01,"Vincent",155.547110622984,65.859379891
2011-06-01,"Wagin",18.267033903475,8.98305085
2011-06-01,"Wandering",6.20364706245,1.91764706
2011-06-01,"Wanneroo",1438.44661357943,649.014440374
2011-06-01,"Waroona",58.478535723514,23.452380956
2011-06-01,"West Arthur",7.968631310245,4.117864088
2011-06-01,"Westonia",8.71490566496,3.169811322
2011-06-01,"Wickepin",3.7601369658,1.76712328
2011-06-01,"Williams",0.44000000132,0.260869566
2011-06-01,"Wongan-Ballidu",12.341482762518,6.879310347
2011-06-01,"Woodanilling",1.696470587,1.058823529
2011-06-01,"Wyalkatchem",6.3,2
2011-06-01,"Yalgoo",0,0
2011-06-01,"Yilgarn",0,0
2011-06-01,"York",42.7311023841,16.196850402
2011-07-01,"Albany",103.31202703136,45.33783784
2011-07-01,"Armadale",302.556128343904,123.579104472
2011-07-01,"Augusta Margaret River",71.20090909052,29.837320574
2011-07-01,"Bassendean",41.330515480074,21.168384888
2011-07-01,"Bayswater",251.6703297678,114.114657643
2011-07-01,"Belmont",123.927872157415,54.071595085
2011-07-01,"Beverley",13.03051180301,5.377952752
2011-07-01,"Boddington",10.07036974136,4.339495796
2011-07-01,"Boyup Brook",6.58078305684,2.603250863
2011-07-01,"Bridgetown-Greenbushes",12.63880597286,3.910447762
2011-07-01,"Brookton",2.35421875,0.953125
2011-07-01,"Broomehill-Tambellup",8.365,4
2011-07-01,"Bruce Rock",10.365,3
2011-07-01,"Bunbury",163.761990202638,71.796116466
2011-07-01,"Busselton",196.701329278577,92.253171246
2011-07-01,"Cambridge",100.05817479681,37.571702972
2011-07-01,"Canning",472.360395307072,216.470151595
2011-07-01,"Capel",73.333715589916,34.642018549
2011-07-01,"Carnamah",0.0250000005,0.016666667
2011-07-01,"Chapman Valley",4.83358481163,1.643724979
2011-07-01,"Chittering",24.35816515288,10.78934369
2011-07-01,"Claremont",25.5387096748,10.064516128
2011-07-01,"Cockburn",468.723677040467,200.833888794
2011-07-01,"Collie",59.66130139778,26.318493163
2011-07-01,"Coolgardie",0,0
2011-07-01,"Coorow",1.4749999995,0.983333333
2011-07-01,"Corrigin",6.46078125,3.046875
2011-07-01,"Cottesloe",22.14857262816,7.434149886
2011-07-01,"Cranbrook",1.68731343151,1.029850746
2011-07-01,"Cuballing",1.71,1
2011-07-01,"Cunderdin",0,0
2011-07-01,"Dalwallinu",0,0
2011-07-01,"Dandaragan",43.949164176502,13.14925373
2011-07-01,"Dardanup",84.473732823219,39.235002274
2011-07-01,"Denmark",37.102,13
2011-07-01,"Donnybrook-Balingup",32.35125933869,13.557907845
2011-07-01,"Dowerin",4.5,2
2011-07-01,"Dumbleyung",3.723051357175,1.390450598
2011-07-01,"Dundas",0,0
2011-07-01,"East Fremantle",26.92,9
2011-07-01,"Esperance",0,0
2011-07-01,"Fremantle",92.2572061545,40.93791285
2011-07-01,"Gingin",63.912835823498,21.85074627
2011-07-01,"Gnowangerup",6.63388059893,1.179104478
2011-07-01,"Goomalling",4.3165754786,1.556163539
2011-07-01,"Gosnells",594.39156084508,271.680281534
2011-07-01,"Greater Geraldton",135.92098662121,52.034846451
2011-07-01,"Harvey",135.17457301551,57.187327829
2011-07-01,"Irwin",18.03,7
2011-07-01,"Jerramungup",3.38820895434,0.686567164
2011-07-01,"Joondalup",850.575768209784,380.209764106
2011-07-01,"Kalamunda",346.30332369012,140.49542106
2011-07-01,"Kalgoorlie-Boulder",65.57,24
2011-07-01,"Katanning",3.010762194585,1.914634146
2011-07-01,"Kellerberrin",22.17,7
2011-07-01,"Kent",0,0
2011-07-01,"Kojonup",1.54823529456,0.823529412
2011-07-01,"Kondinin",2.4387096762,0.774193548
2011-07-01,"Koorda",1.52,1
2011-07-01,"Kulin",0.7112903238,0.225806452
2011-07-01,"Kwinana",120.86,60
2011-07-01,"Lake Grace",4.95,1
2011-07-01,"Mandurah",432.85677380477,179.749999998
2011-07-01,"Manjimup",21.50723618378,10.939698494
2011-07-01,"Melville",463.659229135696,204.643565542
2011-07-01,"Menzies",0,0
2011-07-01,"Merredin",19.982,5
2011-07-01,"Mingenew",0,0
2011-07-01,"Moora",1.0068493155,0.95890411
2011-07-01,"Morawa",0,0
2011-07-01,"Mosman Park",22.31,9
2011-07-01,"Mount Marshall",0,0
2011-07-01,"Mukinbudin",0,0
2011-07-01,"Mundaring",170.52326447584,74.64385696
2011-07-01,"Murchison",0,0
2011-07-01,"Murray",77.632,33.1
2011-07-01,"Nannup",4.34730927077,2.04116275
2011-07-01,"Narembeen",8.4,4
2011-07-01,"Narrogin",29.749897273725,9.568493155
2011-07-01,"Nedlands",57.7636696839,20.626499484
2011-07-01,"Northam",34.88083831356,13.46107784
2011-07-01,"Northampton",11.43042856716,4.32142857
2011-07-01,"Nungarin",0,0
2011-07-01,"Peppermint Grove",5.26255639624,1.759398498
2011-07-01,"Perenjori",0,0
2011-07-01,"Perth",29.48470731696,10.904072183
2011-07-01,"Pingelly",1.064,0.7
2011-07-01,"Plantagenet",10.61856998386,5.766639772
2011-07-01,"Quairading",12.36,4
2011-07-01,"Ravensthorpe",100.12,22
2011-07-01,"Rockingham",573.497843040925,258.70403587
2011-07-01,"Serpentine-Jarrahdale",169.693,50.9
2011-07-01,"South Perth",129.31564639352,51.783269964
2011-07-01,"Stirling",660.80907221141,282.040903564
2011-07-01,"Subiaco",41.17777777012,18.15402704
2011-07-01,"Swan",551.172018183967,241.659533729
2011-07-01,"Tammin",0,0
2011-07-01,"Three Springs",4.9,1
2011-07-01,"Toodyay",27.399439570396,12.804945058
2011-07-01,"Trayning",0,0
2011-07-01,"Victoria Park",59.56800117548,25.020423389
2011-07-01,"Victoria Plains",3.5788649688,0.755381604
2011-07-01,"Vincent",82.39844139277,34.271933072
2011-07-01,"Wagin",15.4149152586,3.59322034
2011-07-01,"Wandering",0.7130588261,0.41764706
2011-07-01,"Wanneroo",725.401220151246,305.848375424
2011-07-01,"Waroona",22.17422619523,9.250000002
2011-07-01,"West Arthur",3.65754591731,1.810467638
2011-07-01,"Westonia",0,0
2011-07-01,"Wickepin",1.345102726275,0.431506845
2011-07-01,"Williams",12.43952795469,3.629813666
2011-07-01,"Wongan-Ballidu",2.98758620784,0.982758621
2011-07-01,"Woodanilling",0.11058823452,0.058823529
2011-07-01,"Wyalkatchem",1.52,1
2011-07-01,"Yalgoo",0,0
2011-07-01,"Yilgarn",0,0
2011-07-01,"York",15.63948819699,7.622047248
2011-08-01,"Albany",147.41859459952,62.270270272
2011-08-01,"Armadale",352.9432089408,146.543283576
2011-08-01,"Augusta Margaret River",91.046928229228,33.846889952
2011-08-01,"Bassendean",71.354089374972,29.484536094
2011-08-01,"Bayswater",219.727154623468,98.014135685
2011-08-01,"Belmont",145.096546114117,64.055679965
2011-08-01,"Beverley",9.25944880175,3.519685034
2011-08-01,"Boddington",14.21713444871,3.996638654
2011-08-01,"Boyup Brook",4.939299204785,2.730014305
2011-08-01,"Bridgetown-Greenbushes",26.29977612584,10.70149254
2011-08-01,"Brookton",8.54,2.859375
2011-08-01,"Broomehill-Tambellup",2.22,1
2011-08-01,"Bruce Rock",3.97,2
2011-08-01,"Bunbury",239.99708724876,100.679611596
2011-08-01,"Busselton",315.38982875034,127.189746299
2011-08-01,"Cambridge",73.492067267285,26.146529032
2011-08-01,"Canning",555.733166619901,228.662593222
2011-08-01,"Capel",111.19070004792,41.879318179
2011-08-01,"Carnamah",5.44716667201,2.050000001
2011-08-01,"Chapman Valley",22.336908934505,7.590587471
2011-08-01,"Chittering",45.569153169276,14.703246304
2011-08-01,"Claremont",38.31120967349,13.838709676
2011-08-01,"Cockburn",459.775291552103,181.36529683
2011-08-01,"Collie",58.269853820975,22.842202329
2011-08-01,"Coolgardie",0,0
2011-08-01,"Coorow",15.76283332799,2.949999999
2011-08-01,"Corrigin",0.42,0.140625
2011-08-01,"Cottesloe",12.622603641642,5.897707974
2011-08-01,"Cranbrook",2.60776119108,1.089552238
2011-08-01,"Cuballing",3.04,2
2011-08-01,"Cunderdin",0,0
2011-08-01,"Dalwallinu",0,0
2011-08-01,"Dandaragan",34.60343283462,10.089552238
2011-08-01,"Dardanup",117.562821947615,44.793334937
2011-08-01,"Denmark",36.195,15
2011-08-01,"Donnybrook-Balingup",69.419335302615,27.488792029
2011-08-01,"Dowerin",8.05,3
2011-08-01,"Dumbleyung",2.82553639502,0.922597563
2011-08-01,"Dundas",0,0
2011-08-01,"East Fremantle",19.79,6
2011-08-01,"Esperance",0,0
2011-08-01,"Fremantle",68.753443935665,34.087186295
2011-08-01,"Gingin",21.72656716538,7.910447762
2011-08-01,"Gnowangerup",1.96656716844,0.537313434
2011-08-01,"Goomalling",4.978808395264,2.53892216
2011-08-01,"Gosnells",566.870794267546,243.393923882
2011-08-01,"Greater Geraldton",239.098341086605,89.802269679
2011-08-01,"Harvey",292.243541029125,107.645051927
2011-08-01,"Irwin",22.45,9
2011-08-01,"Jerramungup",7.53850746072,2.059701492
2011-08-01,"Joondalup",928.450811278018,364.633238204
2011-08-01,"Kalamunda",329.669011655505,133.924121926
2011-08-01,"Kalgoorlie-Boulder",83.897,27
2011-08-01,"Katanning",4.95890243814,2.871951219
2011-08-01,"Kellerberrin",7.655,4
2011-08-01,"Kent",6.88,1
2011-08-01,"Kojonup",14.95,6
2011-08-01,"Kondinin",103.74096769164,9.516129028
2011-08-01,"Koorda",3.095,2
2011-08-01,"Kulin",34.58903230836,4.483870972
2011-08-01,"Kwinana",148.115,68
2011-08-01,"Lake Grace",4.45945946,0.891891892
2011-08-01,"Mandurah",606.64178570878,240.749999998
2011-08-01,"Manjimup",30.165929653445,14.89949749
2011-08-01,"Melville",457.390763675723,187.031487227
2011-08-01,"Menzies",0,0
2011-08-01,"Merredin",16.75,5
2011-08-01,"Mingenew",4.44,2
2011-08-01,"Moora",1.821917809,0.95890411
2011-08-01,"Morawa",0,0
2011-08-01,"Mosman Park",36.265,12
2011-08-01,"Mount Marshall",4.725,2
2011-08-01,"Mukinbudin",0,0
2011-08-01,"Mundaring",225.746657936,84.69517888
2011-08-01,"Murchison",0,0
2011-08-01,"Murray",162.023,68.1
2011-08-01,"Nannup",16.822960297527,5.708158012
2011-08-01,"Narembeen",14.7,4
2011-08-01,"Narrogin",6.76910959245,3.80821918
2011-08-01,"Nedlands",91.706011863805,30.656196732
2011-08-01,"Northam",54.240191604736,20.46107784
2011-08-01,"Northampton",40.88974997889,13.60714285
2011-08-01,"Nungarin",0,0
2011-08-01,"Peppermint Grove",2.888150378828,1.368421054
2011-08-01,"Perenjori",0,0
2011-08-01,"Perth",32.889672584455,12.106641994
2011-08-01,"Pingelly",8.0535,2.8
2011-08-01,"Plantagenet",27.34756958024,10.043162564
2011-08-01,"Quairading",4.94,3
2011-08-01,"Ravensthorpe",160.525,29
2011-08-01,"Rockingham",763.998331829525,310.73991031
2011-08-01,"Serpentine-Jarrahdale",171.949,56.9
2011-08-01,"South Perth",184.160190120544,69.760456276
2011-08-01,"Stirling",721.986266323288,299.836577032
2011-08-01,"Subiaco",68.22283951185,21.622574956
2011-08-01,"Swan",673.610392878093,252.36544651
2011-08-01,"Tammin",0,0
2011-08-01,"Three Springs",0,0
2011-08-01,"Toodyay",49.562807694284,20.596153848
2011-08-01,"Trayning",0,0
2011-08-01,"Victoria Park",103.577150645198,44.591499025
2011-08-01,"Victoria Plains",5.018082191,1.04109589
2011-08-01,"Vincent",75.526407863407,31.175296567
2011-08-01,"Wagin",24.3081356001,8.084745765
2011-08-01,"Wandering",3.87179412185,1.31764706
2011-08-01,"Wanneroo",811.172804990464,320.703971094
2011-08-01,"Waroona",15.86821429122,6.250000002
2011-08-01,"West Arthur",2.121904448565,0.824703966
2011-08-01,"Westonia",5.25,1
2011-08-01,"Wickepin",7.94089040755,4.19178082
2011-08-01,"Williams",2.69257142944,0.885714286
2011-08-01,"Wongan-Ballidu",0,0
2011-08-01,"Woodanilling",0,0
2011-08-01,"Wyalkatchem",1.575,1
2011-08-01,"Yalgoo",0,0
2011-08-01,"Yilgarn",8.36,2
2011-08-01,"York",33.46555119825,10.480314966
2011-09-01,"Albany",229.01427027712,99.472972976
2011-09-01,"Armadale",312.82271640368,121.623880592
2011-09-01,"Augusta Margaret River",116.2832535878,45.741626794
2011-09-01,"Bassendean",59.85360827082,24.192439872
2011-09-01,"Bayswater",234.815115060735,99.555096447
2011-09-01,"Belmont",142.411004101755,58.141410328
2011-09-01,"Beverley",8.390346442326,3.614173222
2011-09-01,"Boddington",14.075474784335,4.110924368
2011-09-01,"Boyup Brook",15.94189016307,6.566653021
2011-09-01,"Bridgetown-Greenbushes",50.73783583338,17.522388064
2011-09-01,"Brookton",31.5675,1.90625
2011-09-01,"Broomehill-Tambellup",10.01,1
2011-09-01,"Bruce Rock",4.01,2
2011-09-01,"Bunbury",246.675776565534,94.90291257
2011-09-01,"Busselton",286.88992124585,112.365486257
2011-09-01,"Cambridge",152.295437965952,51.691460047
2011-09-01,"Canning",453.655469594636,187.422623216
2011-09-01,"Capel",119.501654554179,44.457439648
2011-09-01,"Carnamah",11.22733333498,3.050000001
2011-09-01,"Chapman Valley",25.491352141442,7.939519384
2011-09-01,"Chittering",51.55380207326,19.732533532
2011-09-01,"Claremont",53.16580644616,18.241935482
2011-09-01,"Cockburn",438.578146295746,166.486037235
2011-09-01,"Collie",157.48441788191,57.174657561
2011-09-01,"Coolgardie",1.48,1
2011-09-01,"Coorow",4.85766666502,2.949999999
2011-09-01,"Corrigin",7.7425,2.09375
2011-09-01,"Cottesloe",31.9880584287,9.200430504
2011-09-01,"Cranbrook",0.26059701258,0.059701492
2011-09-01,"Cuballing",6.08,2
2011-09-01,"Cunderdin",5.59,2
2011-09-01,"Dalwallinu",4.40799999924,1.933333333
2011-09-01,"Dandaragan",72.51268656399,22.119402984
2011-09-01,"Dardanup",118.652237837216,47.257976945
2011-09-01,"Denmark",55.096,21
2011-09-01,"Donnybrook-Balingup",86.48864414316,35.406755914
2011-09-01,"Dowerin",6.215,2
2011-09-01,"Dumbleyung",13.80784341188,5.922597563
2011-09-01,"Dundas",0,0
2011-09-01,"East Fremantle",47.985,18
2011-09-01,"Esperance",0,0
2011-09-01,"Fremantle",127.986626224605,54.628797915
2011-09-01,"Gingin",59.48731343601,20.880597016
2011-09-01,"Gnowangerup",10.37882018854,3.120113718
2011-09-01,"Goomalling",8.001585299425,2.148977915
2011-09-01,"Gosnells",518.229535114502,219.520875048
2011-09-01,"Greater Geraldton",303.099719311098,104.389052052
2011-09-01,"Harvey",255.556796163681,97.30027549
2011-09-01,"Irwin",44.32,13
2011-09-01,"Jerramungup",6.89849324612,1.611229566
2011-09-01,"Joondalup",628.177233672582,249.082948546
2011-09-01,"Kalamunda",336.919554420627,122.453445177
2011-09-01,"Kalgoorlie-Boulder",93.463,34
2011-09-01,"Katanning",6.64378048662,2.871951219
2011-09-01,"Kellerberrin",6.364,3
2011-09-01,"Kent",1.52,1
2011-09-01,"Kojonup",8.68,4
2011-09-01,"Kondinin",7.1,2
2011-09-01,"Koorda",4.935,1
2011-09-01,"Kulin",10.9,3
2011-09-01,"Kwinana",126.23,58
2011-09-01,"Lake Grace",1.86405405428,0.891891892
2011-09-01,"Mandurah",503.54828570924,209.738095236
2011-09-01,"Manjimup",62.15085597091,23.806673821
2011-09-01,"Melville",447.070328379356,168.981499384
2011-09-01,"Menzies",0,0
2011-09-01,"Merredin",80.957,34
2011-09-01,"Mingenew",9.94,2
2011-09-01,"Moora",6.08,2
2011-09-01,"Morawa",13.736875,3.875
2011-09-01,"Mosman Park",43.735,13
2011-09-01,"Mount Marshall",9.10999999704,3.333333332
2011-09-01,"Mukinbudin",13.02377358474,4.55345912
2011-09-01,"Mundaring",257.56588809824,87.29548992
2011-09-01,"Murchison",0,0
2011-09-01,"Murray",134.65,49
2011-09-01,"Nannup",18.19407225806,5.99715393
2011-09-01,"Narembeen",15.37,5
2011-09-01,"Narrogin",37.4695890592,12.42465754
2011-09-01,"Nedlands",129.71625411469,42.102453983
2011-09-01,"Northam",81.14388021716,31.868263464
2011-09-01,"Northampton",27.22092854746,9.671428564
2011-09-01,"Nungarin",9.87,2
2011-09-01,"Peppermint Grove",7.52436090978,2.150375942
2011-09-01,"Perenjori",3.773125,1.125
2011-09-01,"Perth",86.487372220882,18.894592687
2011-09-01,"Pingelly",4.788,2.1
2011-09-01,"Plantagenet",29.99181927564,12.735982248
2011-09-01,"Quairading",8.74,4
2011-09-01,"Ravensthorpe",177.268,46
2011-09-01,"Rockingham",560.61982958945,236.789237665
2011-09-01,"Serpentine-Jarrahdale",198.94,67
2011-09-01,"South Perth",175.809593160928,59.806083652
2011-09-01,"Stirling",637.458758924852,248.668409105
2011-09-01,"Subiaco",74.641193397982,24.156378594
2011-09-01,"Swan",604.85544824884,235.069850401
2011-09-01,"Tammin",3.48,3
2011-09-01,"Three Springs",11.09,3
2011-09-01,"Toodyay",63.755846175418,21.461538468
2011-09-01,"Trayning",4.4,2
2011-09-01,"Victoria Park",112.51360422637,48.394257748
2011-09-01,"Victoria Plains",11.075,3
2011-09-01,"Vincent",106.694130919455,36.129564889
2011-09-01,"Wagin",27.15576271955,8.084745765
2011-09-01,"Wandering",2.460382357025,1.01764706
2011-09-01,"Wanneroo",706.21427793823,285.126353774
2011-09-01,"Waroona",38.53371429076,13.261904764
2011-09-01,"West Arthur",7.58085529604,3.554900502
2011-09-01,"Westonia",10.45622641822,4.113207548
2011-09-01,"Wickepin",6.3504109408,2.57534246
2011-09-01,"Williams",4.90549068552,1.945341616
2011-09-01,"Wongan-Ballidu",2.078534483415,0.982758621
2011-09-01,"Woodanilling",5.7,2
2011-09-01,"Wyalkatchem",5.32,1
2011-09-01,"Yalgoo",0.15200000076,0.066666667
2011-09-01,"Yilgarn",10.31,4
2011-09-01,"York",28.038653557674,12.385826778
2011-10-01,"Albany",54.50648648928,26.202702704
2011-10-01,"Armadale",120.48131342652,64.740298504
2011-10-01,"Augusta Margaret River",28.56205741612,12.923444976
2011-10-01,"Bassendean",18.34845361542,10.584192444
2011-10-01,"Bayswater",140.829720698715,63.633522632
2011-10-01,"Belmont",43.20886121504,25.65198021
2011-10-01,"Beverley",7.49858267036,3.330708658
2011-10-01,"Boddington",0.67542856974,0.457142856
2011-10-01,"Boyup Brook",5.598817766735,2.146763065
2011-10-01,"Bridgetown-Greenbushes",10.9141791075,4.85074627
2011-10-01,"Brookton",0,0
2011-10-01,"Broomehill-Tambellup",5.92,2
2011-10-01,"Bruce Rock",0,0
2011-10-01,"Bunbury",62.99807146015,32.177405102
2011-10-01,"Busselton",69.41046511529,35.720930232
2011-10-01,"Cambridge",15.63125345389,7.327958493
2011-10-01,"Canning",190.505801150674,103.974256557
2011-10-01,"Capel",33.018442676825,16.735380462
2011-10-01,"Carnamah",0,0
2011-10-01,"Chapman Valley",1.87648599219,0.949599471
2011-10-01,"Chittering",8.0270642235,3.70642202
2011-10-01,"Claremont",5.95693548326,1.887096774
2011-10-01,"Cockburn",153.1997702435,78.894573351
2011-10-01,"Collie",47.668236323675,21.780821928
2011-10-01,"Coolgardie",0,0
2011-10-01,"Coorow",0,0
2011-10-01,"Corrigin",6.46,4
2011-10-01,"Cottesloe",8.1113985531,3.254335434
2011-10-01,"Cranbrook",0.1134328348,0.029850746
2011-10-01,"Cuballing",0,0
2011-10-01,"Cunderdin",4.95,1
2011-10-01,"Dalwallinu",0,0
2011-10-01,"Dandaragan",7.745,4
2011-10-01,"Dardanup",52.213199803525,27.870416431
2011-10-01,"Denmark",14.24,4
2011-10-01,"Donnybrook-Balingup",30.030020238165,15.687422167
2011-10-01,"Dowerin",0,0
2011-10-01,"Dumbleyung",2.758868750698,1.417734602
2011-10-01,"Dundas",0,0
2011-10-01,"East Fremantle",8.38,4
2011-10-01,"Esperance",0,0
2011-10-01,"Fremantle",35.513005305525,16.524438585
2011-10-01,"Gingin",11.66,5
2011-10-01,"Gnowangerup",0.6805970164,0.179104478
2011-10-01,"Goomalling",3.86733533176,2.215568864
2011-10-01,"Gosnells",228.082225430488,131.186901208
2011-10-01,"Greater Geraldton",44.95051400949,20.857543387
2011-10-01,"Harvey",98.53482094421,52.495867773
2011-10-01,"Irwin",6.982,4
2011-10-01,"Jerramungup",9.00307624377,3.702216616
2011-10-01,"Joondalup",310.02672455755,167.231844524
2011-10-01,"Kalamunda",82.200992085568,47.840382415
2011-10-01,"Kalgoorlie-Boulder",52.965,14
2011-10-01,"Katanning",22.62140243499,7.658536584
2011-10-01,"Kellerberrin",0,0
2011-10-01,"Kent",2.34,1
2011-10-01,"Kojonup",3.8,2
2011-10-01,"Kondinin",2.66,1
2011-10-01,"Koorda",0,0
2011-10-01,"Kulin",0,0
2011-10-01,"Kwinana",56.9,35
2011-10-01,"Lake Grace",0,0
2011-10-01,"Mandurah",212.38773809238,100.809523808
2011-10-01,"Manjimup",12.16492462503,4.969849247
2011-10-01,"Melville",130.082803816075,68.866243424
2011-10-01,"Menzies",0,0
2011-10-01,"Merredin",1.52,1
2011-10-01,"Mingenew",0,0
2011-10-01,"Moora",4.79452055,0.95890411
2011-10-01,"Morawa",0,0
2011-10-01,"Mosman Park",4.09,3
2011-10-01,"Mount Marshall",0,0
2011-10-01,"Mukinbudin",1.9811320746,0.943396226
2011-10-01,"Mundaring",63.688872496,33.4976672
2011-10-01,"Murchison",0,0
2011-10-01,"Murray",54.21,29
2011-10-01,"Nannup",0.22301795885,0.106705777
2011-10-01,"Narembeen",0,0
2011-10-01,"Narrogin",10.853424663,5.71232877
2011-10-01,"Nedlands",14.76639563705,7.362412057
2011-10-01,"Northam",18.30766466824,5.784431136
2011-10-01,"Northampton",1.91799999832,1.192857142
2011-10-01,"Nungarin",1.52,1
2011-10-01,"Peppermint Grove",1.94315789668,0.781954888
2011-10-01,"Perenjori",0,0
2011-10-01,"Perth",33.39112354806,5.578029998
2011-10-01,"Pingelly",1.463,0.7
2011-10-01,"Plantagenet",9.99052843632,3.901774908
2011-10-01,"Quairading",0,0
2011-10-01,"Ravensthorpe",6.51587897943,1.984350548
2011-10-01,"Rockingham",254.60752017632,139.878923765
2011-10-01,"Serpentine-Jarrahdale",52.86,31
2011-10-01,"South Perth",42.04338403188,23.908745248
2011-10-01,"Stirling",238.402901486827,130.925778375
2011-10-01,"Subiaco",9.32066431509,4.262198706
2011-10-01,"Swan",221.94915223234,105.027699757
2011-10-01,"Tammin",0,0
2011-10-01,"Three Springs",0,0
2011-10-01,"Toodyay",13.33067308287,8.480769234
2011-10-01,"Trayning",0,0
2011-10-01,"Victoria Park",25.940107585435,15.236506147
2011-10-01,"Victoria Plains",0.20547945,0.04109589
2011-10-01,"Vincent",19.143727998368,6.975084737
2011-10-01,"Wagin",1.53430508518,0.898305085
2011-10-01,"Wandering",0.627,0.3
2011-10-01,"Wanneroo",326.29799637141,178.779783382
2011-10-01,"Waroona",9.71726190762,3.190476192
2011-10-01,"West Arthur",1.897344205897,1.472713777
2011-10-01,"Westonia",0.1188679254,0.056603774
2011-10-01,"Wickepin",2.106575337,1.28767123
2011-10-01,"Williams",5.30239751742,3.629813666
2011-10-01,"Wongan-Ballidu",0,0
2011-10-01,"Woodanilling",0,0
2011-10-01,"Wyalkatchem",0,0
2011-10-01,"Yalgoo",0,0
2011-10-01,"Yilgarn",0,0
2011-10-01,"York",13.28141732964,6.669291342
2011-11-01,"Albany",89.13140540816,45.135135136
2011-11-01,"Armadale",167.29383581528,87.7761194
2011-11-01,"Augusta Margaret River",35.678751195998,19.913875598
2011-11-01,"Bassendean",21.439793822814,11.34020619
2011-11-01,"Bayswater",87.545566411885,51.643956771
2011-11-01,"Belmont",37.614393458817,21.565400124
2011-11-01,"Beverley",6.55,5
2011-11-01,"Boddington",1.14285714,0.114285714
2011-11-01,"Boyup Brook",2.556008482855,1.255878141
2011-11-01,"Bridgetown-Greenbushes",12.29731343322,2.970149254
2011-11-01,"Brookton",1.944375,0.953125
